variant,l2_rel_mean,l2_rel_std,total_time_mean,total_time_std,peak_gpu_mem_mean,peak_gpu_mem_std,num_params_mean,num_params_std
Mamba,0.3119597545460097,0.249159443268511,66.49141385629005,16.391431859647103,113.46273205943943,2.177336223921786,627.680412371134,560.5452432377737
